,Source,Target,Submitted
12248,yj1q2,fw5hwp,Submitted
12249,36covxw0,fwwwwl,Submitted
12250,yj1q2,fnp2ul,Submitted
12251,p4o5y,fg8bls,Submitted
12252,m76zflk,fks8yb,Submitted
12253,yj1q2,fq5rxd,Submitted
12254,wxczw,ff9xjx,Submitted
12255,4e51cjne,fg5cnu,Submitted
12256,13f0vt,fhz4ys,Submitted
12257,3zrpnzj3,fp6xuw,Submitted
12258,3nelaphm,fm77oz,Submitted
12259,3nelaphm,fnst4m,Submitted
12260,yj1q2,flb4t1,Submitted
12261,38lau,fl24lh,Submitted
12262,3nelaphm,frqxi1,Submitted
12263,yj1q2,fm25cl,Submitted
12264,13f0vt,fk582u,Submitted
12265,4h7t1f6w,filo1a,Submitted
12266,327ip327,fv54xh,Submitted
12267,3zrpnzj3,ftz23c,Submitted
12268,m76zflk,fje2ky,Submitted
12269,12wrug,fyyk49,Submitted
12270,7t9s9,f80ahb,Submitted
12271,12wrug,fndc03,Submitted
12272,m76zflk,fij9nj,Submitted
12273,38lau,fuducg,Submitted
12274,yj1q2,fhljl6,Submitted
12275,13f0vt,fldkle,Submitted
12276,4h7t1f6w,fh8wts,Submitted
12277,3qo6zvfi,fts03k,Submitted
12278,612zd,g3fu04,Submitted
12279,36covxw0,fpasxk,Submitted
12280,3zrpnzj3,fjhzw9,Submitted
12281,12wrug,fu0glp,Submitted
12282,3zrpnzj3,fiptmy,Submitted
12283,1hj4c2x,fv3dee,Submitted
12284,4h7t1f6w,fgglif,Submitted
12285,yj1q2,foy1y1,Submitted
12286,12wrug,f89sjs,Submitted
12287,4h7t1f6w,fjnc9p,Submitted
12288,612zd,fhbmv0,Submitted
12289,4qidcvjj,fj709b,Submitted
12290,612zd,fj4hys,Submitted
12291,13f0vt,flc9vd,Submitted
12292,gmsig,fnilco,Submitted
12293,7yqrl,fxzyj5,Submitted
12294,12wrug,fg5rro,Submitted
12295,wxczw,feuarb,Submitted
12296,yj1q2,fmmahc,Submitted
12297,13f0vt,fhg85m,Submitted
12298,7yqrl,fxmrgf,Submitted
12299,p4o5y,fgw5ih,Submitted
12300,m76zflk,fj5j8q,Submitted
12301,3qo6zvfi,fufj7l,Submitted
12302,m76zflk,fhn2qb,Submitted
12303,4e51cjne,fg7cmd,Submitted
12304,m76zflk,fhs4oq,Submitted
12305,3zrpnzj3,fhs5an,Submitted
12306,gmsig,fh0mqj,Submitted
12307,1hj4c2x,g4ca0z,Submitted
12308,m76zflk,fhfypf,Submitted
12309,3qo6zvfi,fnq96i,Submitted
12310,38lau,fij0q4,Submitted
12311,4l4aritt,ftwoua,Submitted
12312,4h7t1f6w,fjpgvz,Submitted
12313,612zd,ftnr6b,Submitted
12314,174cr0,g3gsz3,Submitted
12315,m76zflk,fggrsz,Submitted
12316,3zrpnzj3,fji27m,Submitted
12317,tblkklw,f5bhr6,Submitted
12318,uljp2,fesu06,Submitted
12319,wxczw,fh3j8y,Submitted
12320,yj1q2,fliivb,Submitted
12321,38lau,g4096y,Submitted
12322,4e51cjne,fdnab6,Submitted
12323,p4o5y,fgft6k,Submitted
12324,612zd,fob9b2,Submitted
12325,m76zflk,fjl774,Submitted
12326,523k1hjn,fci6v2,Submitted
12327,wxczw,feh014,Submitted
12328,gmsig,fjorej,Submitted
12329,yj1q2,flxxdo,Submitted
12330,p4o5y,flw987,Submitted
12331,p4o5y,fhq36m,Submitted
12332,4h7t1f6w,fg60gn,Submitted
12333,yj1q2,felrni,Submitted
12334,i39y2tl,fekx2x,Submitted
12335,7yqrl,fv5dt0,Submitted
12336,4h7t1f6w,fgjs2j,Submitted
12337,bh5q6,fqw0dc,Submitted
12338,gmsig,fp1a4l,Submitted
12339,3ayh8p6y,fx6vpa,Submitted
12340,4h7t1f6w,fja9r6,Submitted
12341,i39y2tl,fepgzv,Submitted
12342,m76zflk,flz6hn,Submitted
12343,wxczw,fgtheq,Submitted
12344,hcs02,flonj4,Submitted
12345,m76zflk,fjmma0,Submitted
12346,12wrug,fuulo9,Submitted
12347,3qo6zvfi,fs61gu,Submitted
12348,327ip327,fsgfn7,Submitted
12349,4o78am42,fsuxhw,Submitted
12350,m76zflk,fgyqgd,Submitted
12351,4h7t1f6w,fh233u,Submitted
12352,wxczw,fgirsu,Submitted
12353,yj1q2,fkcjvc,Submitted
12354,5shp272q,fc0vg8,Submitted
12355,4qidcvjj,fkd2j6,Submitted
12356,gmsig,fskmsu,Submitted
12357,12wrug,frmupv,Submitted
12358,wxczw,ffzoza,Submitted
12359,11ud6w,flez4y,Submitted
12360,u3xx1,fgwa92,Submitted
12361,1hj4c2x,fposws,Submitted
12362,38lau,fgsngl,Submitted
12363,p4o5y,ffvn1i,Submitted
12364,wxczw,ferfv1,Submitted
12365,3qo6zvfi,fsq4rt,Submitted
12366,4e51cjne,g05txp,Submitted
12367,4e51cjne,fjcxqd,Submitted
12368,wwj7h,fn3wdg,Submitted
12369,1hj4c2x,fnan7y,Submitted
12370,4h7t1f6w,f9pzv5,Submitted
12371,m76zflk,fhortf,Submitted
12372,4h7t1f6w,fhp1cf,Submitted
12373,327ip327,fq1vpd,Submitted
12374,4o78am42,g5et4d,Submitted
12375,i39y2tl,fgrn0h,Submitted
12376,wxczw,fhe0b9,Submitted
12377,p4o5y,fhh8ui,Submitted
12378,gmsig,fbhww4,Submitted
12379,612zd,fv6fwt,Submitted
12380,3zrpnzj3,fqx9gg,Submitted
12381,m76zflk,fimych,Submitted
12382,m76zflk,fhsd1l,Submitted
12383,174cr0,fxmhuw,Submitted
12384,i39y2tl,fe6puc,Submitted
12385,bh5q6,fe3han,Submitted
12386,13f0vt,fldmfc,Submitted
12387,12wrug,fl60as,Submitted
12388,3zrpnzj3,fkhcwg,Submitted
12389,327ip327,fhv2wm,Submitted
12390,gmsig,fhrruu,Submitted
12391,m76zflk,fjpyqu,Submitted
12392,5shp272q,fdjsm6,Submitted
12393,13f6v9,fvk7gq,Submitted
12394,4e51cjne,g1fxxh,Submitted
12395,1hj4c2x,fzp2b4,Submitted
12396,4e51cjne,g0914a,Submitted
12397,gmsig,fzasd3,Submitted
12398,11ud6w,g59eji,Submitted
12399,yj1q2,fkc653,Submitted
12400,327ip327,fs5re9,Submitted
12401,m76zflk,fn3aiu,Submitted
12402,7t9s9,f6irn1,Submitted
12403,wxczw,fex39j,Submitted
12404,m76zflk,flg1gf,Submitted
12405,11ud6w,g45qxg,Submitted
12406,327ip327,fg58yc,Submitted
12407,m76zflk,fhz8r0,Submitted
12408,m76zflk,fjonsz,Submitted
12409,13f6v9,fy48aq,Submitted
12410,yj1q2,fiop85,Submitted
12411,327ip327,fhumn3,Submitted
12412,m76zflk,fm2ews,Submitted
12413,4l4aritt,faoyl7,Submitted
12414,13f0vt,fhkvr4,Submitted
12415,wxczw,fevhtp,Submitted
12416,wxczw,ferwbg,Submitted
12417,m76zflk,fi1llu,Submitted
12418,wxczw,fh9m7p,Submitted
12419,12wrug,fzsg36,Submitted
12420,m76zflk,fhjqj1,Submitted
12421,p4o5y,fgdpzk,Submitted
12422,m76zflk,fkrt6n,Submitted
12423,13f6v9,fvxed6,Submitted
12424,11ud6w,g5f0hn,Submitted
12425,4h7t1f6w,fhjea3,Submitted
12426,p4o5y,fi20e8,Submitted
12427,3xiit59l,fsfw4v,Submitted
12428,3zrpnzj3,ff2v6z,Submitted
12429,11ud6w,g39suf,Submitted
12430,1hj4c2x,g3cx1n,Submitted
12431,13f6v9,fil4ep,Submitted
12432,3zrpnzj3,frkl44,Submitted
12433,612zd,g4xzez,Submitted
12434,gmsig,fh6gk4,Submitted
12435,4qidcvjj,fkhd0x,Submitted
12436,5empx5z5,f77ebm,Submitted
12437,38lau,g4o86f,Submitted
12438,4o78am42,fto3hj,Submitted
12439,3zrpnzj3,fmoo32,Submitted
12440,u3xx1,fcgrhx,Submitted
12441,m76zflk,fl9xgt,Submitted
12442,174cr0,fj6v78,Submitted
12443,523k1hjn,frzgr5,Submitted
12444,yj1q2,fj4o1n,Submitted
12445,4h7t1f6w,fdiczr,Submitted
12446,4l4aritt,fd7lqq,Submitted
12447,m76zflk,fhzvgv,Submitted
12448,50ujok4z,fbo8jd,Submitted
12449,612zd,fk934g,Submitted
12450,4e51cjne,ffk5mu,Submitted
12451,yj1q2,fle0fx,Submitted
12452,4o78am42,g03jfc,Submitted
12453,m76zflk,fjd5if,Submitted
12454,38lau,fqzxkg,Submitted
12455,118cot,fmzizg,Submitted
12456,4h7t1f6w,fdseac,Submitted
12457,m76zflk,fj5flk,Submitted
12458,p4o5y,fi0zsj,Submitted
12459,wxczw,fgexk4,Submitted
12460,wxczw,fght45,Submitted
12461,4o78am42,fyemqr,Submitted
12462,327ip327,fg7ex8,Submitted
12463,wxczw,fftu4c,Submitted
12464,13f0vt,fmyiqh,Submitted
12465,3xiit59l,fzrq84,Submitted
12466,612zd,fvg71w,Submitted
12467,4e51cjne,fj9r14,Submitted
12468,wwj7h,g2m0gr,Submitted
12469,10bwj0,g1rbrp,Submitted
12470,yj1q2,flh3uo,Submitted
12471,5shp272q,ffhl61,Submitted
12472,gmsig,fr7l6e,Submitted
12473,50ujok4z,f7eam7,Submitted
12474,7t9s9,fdi6e1,Submitted
12475,wxczw,ff8yob,Submitted
12476,327ip327,fghgfl,Submitted
12477,3zrpnzj3,fhzi3s,Submitted
12478,3nelaphm,fhh4vd,Submitted
12479,36covxw0,fn0tdl,Submitted
12480,wxczw,ffwhfy,Submitted
12481,327ip327,fi7zdx,Submitted
12482,yj1q2,felvzi,Submitted
12483,38lau,fmppq4,Submitted
12484,7t9s9,f5svo6,Submitted
12485,1hj4c2x,fzq4ks,Submitted
12486,12wrug,fmen8c,Submitted
12487,3qo6zvfi,fs5nqi,Submitted
12488,4e51cjne,flqy7b,Submitted
12489,wxczw,feh7x6,Submitted
12490,4h7t1f6w,fgkz2m,Submitted
12491,gmsig,fzoeq2,Submitted
12492,wxczw,fgyuav,Submitted
12493,wxczw,ff16ls,Submitted
12494,k3fz6,fkfsry,Submitted
12495,yj1q2,fxbda7,Submitted
12496,5shp272q,fdw50i,Submitted
12497,3qo6zvfi,frwjpo,Submitted
12498,4o78am42,g0k44c,Submitted
12499,4e51cjne,fg5azx,Submitted
12500,4e51cjne,fg58a9,Submitted
12501,3zrpnzj3,fqfqzs,Submitted
12502,4lzlbr12,flf037,Submitted
12503,yj1q2,fl0lll,Submitted
12504,k3fz6,fnckga,Submitted
12505,3nelaphm,fn7cm9,Submitted
12506,12wrug,fs2kl2,Submitted
12507,4qidcvjj,fydwgp,Submitted
12508,3zrpnzj3,fqfkdi,Submitted
12509,p4o5y,fh9hur,Submitted
12510,3nelaphm,fh8346,Submitted
12511,12wrug,g0hs2t,Submitted
12512,4e51cjne,fjeu6h,Submitted
12513,38lau,fv97yl,Submitted
12514,13f6v9,ftuqsb,Submitted
12515,4o78am42,g37odn,Submitted
12516,i39y2tl,fe2nfw,Submitted
12517,5shp272q,fcdigy,Submitted
12518,p4o5y,fj0nca,Submitted
12519,3zrpnzj3,fj858o,Submitted
12520,5shp272q,fkou5e,Submitted
12521,gmsig,fia84r,Submitted
12522,4h7t1f6w,ff1fmx,Submitted
12523,p0e6q,fc5c7b,Submitted
12524,m76zflk,fi5zus,Submitted
12525,4e51cjne,fiw1oj,Submitted
12526,4lzlbr12,flkoc4,Submitted
12527,3zrpnzj3,fqfncb,Submitted
12528,p4o5y,fiuqc7,Submitted
12529,4h7t1f6w,fiuegm,Submitted
12530,u3xx1,fe1th1,Submitted
12531,11ud6w,g55s0j,Submitted
12532,12wrug,fn2zph,Submitted
12533,50ujok4z,fgfba4,Submitted
12534,50ujok4z,fydopc,Submitted
12535,3zrpnzj3,fp80fc,Submitted
12536,4h7t1f6w,fghs32,Submitted
12537,50ujok4z,f6o3h3,Submitted
12538,36covxw0,fqpnw5,Submitted
12539,13f6v9,g0hk60,Submitted
12540,m76zflk,fk721m,Submitted
12541,12wrug,fqnmg2,Submitted
12542,bh5q6,fybq45,Submitted
12543,zzhoo,fct1nv,Submitted
12544,4o78am42,g2jkzr,Submitted
12545,12wrug,fyjwsp,Submitted
12546,7yqrl,fzl8c7,Submitted
12547,i39y2tl,fe4akh,Submitted
12548,uljp2,ftlax8,Submitted
12549,gmsig,fh90zw,Submitted
12550,12wrug,fpnowt,Submitted
12551,36covxw0,ft1hvd,Submitted
12552,4h7t1f6w,fff8es,Submitted
12553,yj1q2,fezif8,Submitted
12554,gmsig,fsxuz8,Submitted
12555,wxczw,fgbssn,Submitted
12556,38lau,fbtina,Submitted
12557,3zrpnzj3,ff52j4,Submitted
12558,gmsig,fk4gif,Submitted
12559,5r64uqcw,fu5jaw,Submitted
12560,12wrug,fsawv5,Submitted
12561,wxczw,ff1fws,Submitted
12562,u3xx1,f9tilw,Submitted
12563,50ujok4z,f6fj7n,Submitted
12564,hljox,foww88,Submitted
12565,4l4aritt,fe5e57,Submitted
12566,i39y2tl,fdzt9l,Submitted
12567,p4o5y,fhzvc4,Submitted
12568,612zd,fvrxks,Submitted
12569,4h7t1f6w,fiunv8,Submitted
12570,yj1q2,ffm2hk,Submitted
12571,1hj4c2x,fw352m,Submitted
12572,327ip327,fp69em,Submitted
12573,3zrpnzj3,ffnvrh,Submitted
12574,4lzlbr12,fmz78i,Submitted
12575,wwj7h,ftvf61,Submitted
12576,wxczw,fhi8dh,Submitted
12577,gmsig,fk5tjp,Submitted
12578,m76zflk,fi0yi1,Submitted
12579,4h7t1f6w,fds3np,Submitted
12580,4h7t1f6w,fhgpol,Submitted
12581,yj1q2,fw3ngx,Submitted
12582,m76zflk,fkeu7v,Submitted
12583,hcs02,fjy9ax,Submitted
12584,gmsig,ftyo8a,Submitted
12585,m76zflk,fejhj0,Submitted
12586,4e51cjne,fdlo1i,Submitted
12587,k3fz6,fhalte,Submitted
12588,yj1q2,fnbe5m,Submitted
12589,12wrug,g3v6vb,Submitted
12590,yj1q2,fkvfj9,Submitted
12591,12wrug,fyyyij,Submitted
12592,yj1q2,fktth4,Submitted
12593,4e51cjne,fg9ice,Submitted
12594,wxczw,ff9f98,Submitted
12595,uljp2,fgcd68,Submitted
12596,4qidcvjj,fzxxv9,Submitted
12597,612zd,ftms87,Submitted
12598,3zrpnzj3,fe3pnk,Submitted
12599,wxczw,fggkf3,Submitted
12600,u3xx1,fa5iu7,Submitted
12601,1hj4c2x,g3fs02,Submitted
12602,4o78am42,fsx7ci,Submitted
12603,hljox,fjz9ou,Submitted
12604,11ud6w,g3xzcr,Submitted
12605,p4o5y,fii6cn,Submitted
12606,k3fz6,fgbiru,Submitted
12607,m76zflk,fk9vjb,Submitted
12608,wxczw,fet9ec,Submitted
12609,gmsig,fhk4nr,Submitted
12610,3qo6zvfi,fto0bi,Submitted
12611,i39y2tl,fe0aho,Submitted
12612,13f0vt,fl9y03,Submitted
12613,wxczw,ffunjl,Submitted
12614,4e51cjne,fkbv7s,Submitted
12615,4qidcvjj,frx3c7,Submitted
12616,612zd,frcnxw,Submitted
12617,4h7t1f6w,fgkso5,Submitted
12618,m76zflk,fkumm2,Submitted
12619,3zrpnzj3,fmmi0y,Submitted
12620,yj1q2,g54jez,Submitted
12621,13f0vt,fi30iq,Submitted
12622,612zd,frwi8t,Submitted
12623,m76zflk,fd0jeh,Submitted
12624,10bwj0,flebzv,Submitted
12625,wxczw,fgj2do,Submitted
12626,m76zflk,fm1v5m,Submitted
12627,p4o5y,fhwaa1,Submitted
12628,p0e6q,ffnjpq,Submitted
12629,1hj4c2x,fj692v,Submitted
12630,38lau,fm3g1b,Submitted
12631,4e51cjne,fl1nxt,Submitted
12632,wxczw,fes1bg,Submitted
12633,wxczw,fhd5t5,Submitted
12634,3zrpnzj3,fi71e6,Submitted
12635,4o78am42,fs9ofn,Submitted
12636,m76zflk,fje404,Submitted
12637,m76zflk,fjlduq,Submitted
12638,12wrug,f9f3fa,Submitted
12639,yj1q2,fd6dqs,Submitted
12640,38lau,foan90,Submitted
12641,3zrpnzj3,ff4a4d,Submitted
12642,yj1q2,flh2zk,Submitted
12643,612zd,fnuhmg,Submitted
12644,4e51cjne,ffse78,Submitted
12645,13f0vt,fktnzp,Submitted
12646,10bwj0,fqu70l,Submitted
12647,106gts,fef3h8,Submitted
12648,4o78am42,g2js3x,Submitted
12649,1hj4c2x,fvm6il,Submitted
12650,zzhoo,fco5bu,Submitted
12651,m76zflk,fi9hwc,Submitted
12652,u3xx1,fh0ba5,Submitted
12653,174cr0,fj5aqz,Submitted
12654,13f0vt,fjt5s9,Submitted
12655,12wrug,fsqs6h,Submitted
12656,4o78am42,fcxqrz,Submitted
12657,612zd,g3gmmr,Submitted
12658,4o78am42,fvawm5,Submitted
12659,gmsig,fgdrrp,Submitted
12660,4e51cjne,flo6qt,Submitted
12661,m76zflk,fmfkbc,Submitted
12662,yj1q2,g1yx1s,Submitted
12663,p4o5y,fim41p,Submitted
12664,wxczw,fhesl9,Submitted
12665,p4o5y,fifymd,Submitted
12666,3zrpnzj3,fm0w57,Submitted
12667,4h7t1f6w,fhk3sh,Submitted
12668,3xiit59l,g1sjkt,Submitted
12669,4e51cjne,fmriwm,Submitted
12670,4o78am42,g1b8q9,Submitted
12671,tblkklw,fai8p1,Submitted
12672,p4o5y,fgwud2,Submitted
12673,4e51cjne,fjs8o4,Submitted
12674,m76zflk,fmfxau,Submitted
12675,m76zflk,fijfvq,Submitted
12676,uljp2,fqjz2w,Submitted
12677,m76zflk,fhlqyy,Submitted
12678,m76zflk,fjr1hp,Submitted
12679,3qo6zvfi,frw4jz,Submitted
12680,4e51cjne,fiw478,Submitted
12681,36covxw0,fou8g8,Submitted
12682,k3fz6,fjtulb,Submitted
12683,u3xx1,f8savl,Submitted
12684,4h7t1f6w,fwneh9,Submitted
12685,3qo6zvfi,fp2nce,Submitted
12686,4e51cjne,fmkw56,Submitted
12687,13f0vt,fle7cq,Submitted
12688,3zrpnzj3,fmbzsy,Submitted
12689,m76zflk,flwryf,Submitted
12690,2y8oz9zi,fkr8hb,Submitted
12691,612zd,fmuqux,Submitted
12692,1hj4c2x,fj6get,Submitted
12693,12wrug,fhgh56,Submitted
12694,yj1q2,fjlqi5,Submitted
12695,gmsig,fjkfx3,Submitted
12696,m76zflk,fhhyk2,Submitted
12697,7yqrl,fvgkuy,Submitted
12698,5mmefeqh,f6jfng,Submitted
12699,12wrug,fp1dou,Submitted
12700,4h7t1f6w,ff2s77,Submitted
12701,4e51cjne,ff1yx2,Submitted
12702,4h7t1f6w,fi2fmi,Submitted
12703,u3xx1,fgzj6m,Submitted
12704,4h7t1f6w,fdy8ry,Submitted
12705,yj1q2,fkveer,Submitted
12706,yj1q2,fld1o7,Submitted
12707,gmsig,fkwwug,Submitted
12708,50ujok4z,f3s4yy,Submitted
12709,4h7t1f6w,fg51xp,Submitted
12710,i39y2tl,fg4yua,Submitted
12711,50ujok4z,f9iuyy,Submitted
12712,i39y2tl,ffit20,Submitted
12713,4o78am42,fz22we,Submitted
12714,m76zflk,fkaqrw,Submitted
12715,yj1q2,flmjg8,Submitted
12716,4e51cjne,flmdje,Submitted
12717,612zd,fvqg3h,Submitted
12718,13f6v9,fvq0l5,Submitted
12719,4o2o3,ft1lwt,Submitted
12720,m76zflk,fo5ibj,Submitted
12721,wxczw,fhh0fy,Submitted
12722,1hj4c2x,fq8p8o,Submitted
12723,3zrpnzj3,fkga6o,Submitted
12724,4h7t1f6w,ff04pk,Submitted
12725,yj1q2,fjbsul,Submitted
12726,3xiit59l,fsx0pz,Submitted
12727,4qidcvjj,fm2mqq,Submitted
12728,12wrug,fmfqpc,Submitted
12729,7yqrl,fwg6ra,Submitted
12730,1hj4c2x,fxddy9,Submitted
12731,p4o5y,fh8u9a,Submitted
12732,yj1q2,fj9h5p,Submitted
12733,12wrug,fto9az,Submitted
12734,4o78am42,g2hv9v,Submitted
12735,38lau,fmp2r9,Submitted
12736,k3fz6,fmxom4,Submitted
12737,yj1q2,frfbrh,Submitted
12738,36covxw0,fwxb0c,Submitted
12739,612zd,fpekj3,Submitted
12740,m76zflk,fj3fto,Submitted
12741,12wrug,fol6fe,Submitted
12742,m76zflk,fjogkn,Submitted
12743,4qidcvjj,fmsema,Submitted
12744,11ud6w,ffq4p8,Submitted
12745,4qidcvjj,fkzcci,Submitted
12746,327ip327,fg7vyf,Submitted
12747,m76zflk,fj4cq9,Submitted
12748,327ip327,fgzbg2,Submitted
12749,327ip327,fpdv3a,Submitted
12750,i39y2tl,fgxula,Submitted
12751,yj1q2,fkvpk9,Submitted
12752,i39y2tl,ffj2x1,Submitted
12753,wwj7h,fua29k,Submitted
12754,4e51cjne,ffkiqb,Submitted
12755,4h7t1f6w,fjqpw6,Submitted
12756,m76zflk,fj6d5a,Submitted
12757,12wrug,fh67hq,Submitted
12758,wxczw,fhla1u,Submitted
12759,wxczw,fhl441,Submitted
12760,38lau,fne3ic,Submitted
12761,3zrpnzj3,fnd1hv,Submitted
12762,k3fz6,fl0lns,Submitted
12763,3nelaphm,fn7sv8,Submitted
12764,3zrpnzj3,fmw4xy,Submitted
12765,m76zflk,fi3xfz,Submitted
12766,10s1cl2d,fjwzhu,Submitted
12767,4h7t1f6w,fez3ta,Submitted
12768,1hj4c2x,fq9tob,Submitted
12769,4qidcvjj,fn5o5z,Submitted
12770,3zrpnzj3,fdsb4t,Submitted
12771,327ip327,fqfg98,Submitted
12772,bh5q6,f5kza9,Submitted
12773,wxczw,ff8erq,Submitted
12774,gmsig,fk7qpb,Submitted
12775,m76zflk,fjq48v,Submitted
12776,bh5q6,g1mvn6,Submitted
12777,gmsig,fu77yg,Submitted
12778,3zrpnzj3,fmnq1j,Submitted
12779,gmsig,fmnhwi,Submitted
12780,50ujok4z,fgrhml,Submitted
12781,zzhoo,fdao4a,Submitted
12782,4e51cjne,fe6n22,Submitted
12783,50ujok4z,f7ook7,Submitted
12784,m76zflk,fi9pjm,Submitted
12785,50ujok4z,f7o0wq,Submitted
12786,m76zflk,fhsbr4,Submitted
12787,gmsig,fk9j2w,Submitted
12788,3zrpnzj3,ffl2v7,Submitted
12789,m76zflk,fks46s,Submitted
12790,5shp272q,fezfq2,Submitted
12791,wxczw,fedmzl,Submitted
12792,3nelaphm,ft0sam,Submitted
12793,3d8r7,fr4mpe,Submitted
12794,612zd,g2u0zy,Submitted
12795,5shp272q,fmfahd,Submitted
12796,m76zflk,fkqldm,Submitted
12797,m76zflk,femu8z,Submitted
12798,12wrug,ften7c,Submitted
12799,zzhoo,fet80l,Submitted
12800,36covxw0,g1wu6u,Submitted
12801,4e51cjne,fnwaky,Submitted
12802,3qo6zvfi,fr5eii,Submitted
12803,3ayh8p6y,fvzhdu,Submitted
12804,yj1q2,fkbzqi,Submitted
12805,m76zflk,fk87wc,Submitted
12806,38lau,fxla7z,Submitted
12807,4e51cjne,fhpjv7,Submitted
12808,12wrug,g3kryd,Submitted
12809,4qidcvjj,g2pfs8,Submitted
12810,7t9s9,f5iak5,Submitted
12811,uljp2,fjodkt,Submitted
12812,wxczw,ffd0hg,Submitted
12813,3d8r7,fp65uv,Submitted
12814,4o78am42,g14p29,Submitted
12815,3nelaphm,ffmeaz,Submitted
12816,36covxw0,g49cfc,Submitted
12817,13f6v9,g27gio,Submitted
12818,4e51cjne,fe7j74,Submitted
12819,612zd,frjsld,Submitted
12820,wxczw,fgzziq,Submitted
12821,327ip327,fhur33,Submitted
12822,13f0vt,fgzxmh,Submitted
12823,4e51cjne,fjcxco,Submitted
12824,m76zflk,fk5hqo,Submitted
12825,wxczw,few04n,Submitted
12826,3eqdzv7d,ftux6v,Submitted
12827,m76zflk,fkanu3,Submitted
12828,m76zflk,fkf6oq,Submitted
12829,m76zflk,fkf55v,Submitted
12830,7yqrl,fv18li,Submitted
12831,m76zflk,fkexb0,Submitted
12832,11ud6w,g1lvb0,Submitted
12833,4qidcvjj,fi6piw,Submitted
12834,12wrug,fy658c,Submitted
12835,u3xx1,fafmd9,Submitted
12836,p4o5y,fg7coq,Submitted
12837,p4o5y,fhqtzb,Submitted
12838,gmsig,fnaey6,Submitted
12839,m76zflk,fhrwex,Submitted
12840,yj1q2,fdlqft,Submitted
12841,4e51cjne,fdlegb,Submitted
12842,1hj4c2x,fiocg9,Submitted
12843,327ip327,fnfsvz,Submitted
12844,bh5q6,fnfgae,Submitted
12845,wxczw,ffx6z6,Submitted
12846,gmsig,fbgouv,Submitted
12847,4h7t1f6w,fibo0r,Submitted
12848,4h7t1f6w,fhj1j6,Submitted
12849,327ip327,fi800e,Submitted
12850,4qidcvjj,fve9uf,Submitted
12851,m76zflk,fhzmuc,Submitted
12852,2y8oz9zi,fltnkz,Submitted
12853,4e51cjne,fga8im,Submitted
12854,612zd,fozza1,Submitted
12855,3eqdzv7d,ftguql,Submitted
12856,m76zflk,fjambi,Submitted
12857,wxczw,fgt9pr,Submitted
12858,36covxw0,fvmija,Submitted
12859,1hj4c2x,fuo2by,Submitted
12860,yj1q2,flxe8l,Submitted
12861,yj1q2,firpvu,Submitted
12862,m76zflk,fj50pq,Submitted
12863,36covxw0,fwkmtn,Submitted
12864,4o78am42,fwhj1m,Submitted
12865,m76zflk,fkt01k,Submitted
12866,4qidcvjj,fiq4h3,Submitted
12867,11ud6w,g2usxh,Submitted
12868,wxczw,fehzt1,Submitted
12869,327ip327,fg9cg6,Submitted
12870,yj1q2,fla89p,Submitted
12871,1hj4c2x,fovp5z,Submitted
12872,bh5q6,fivcqz,Submitted
12873,p4o5y,fix6gw,Submitted
12874,327ip327,fnfblm,Submitted
12875,12wrug,fgkwov,Submitted
12876,uljp2,fq4eu1,Submitted
12877,612zd,fnc9dc,Submitted
12878,m76zflk,fkzd0x,Submitted
12879,612zd,fmmgff,Submitted
12880,wxczw,ffdk9b,Submitted
12881,p4o5y,flvnau,Submitted
12882,11ud6w,fod31x,Submitted
12883,p4o5y,fgqy3g,Submitted
12884,p4o5y,fgx9w9,Submitted
12885,3zrpnzj3,fpmrb6,Submitted
12886,m76zflk,fksi8d,Submitted
12887,bh5q6,fxnfbx,Submitted
12888,yj1q2,fjugso,Submitted
12889,hcs02,fkh7ho,Submitted
12890,yj1q2,fjugck,Submitted
12891,1hj4c2x,fvmnvt,Submitted
12892,u3xx1,f9i6pf,Submitted
12893,4e51cjne,fli548,Submitted
12894,118cot,fn38cp,Submitted
12895,yj1q2,fh8irw,Submitted
12896,m76zflk,fk7i0f,Submitted
12897,m76zflk,fk7gfu,Submitted
12898,12wrug,fdcigt,Submitted
12899,12wrug,fsa2us,Submitted
12900,wxczw,fghkcb,Submitted
12901,yj1q2,firogh,Submitted
12902,bh5q6,fe45oy,Submitted
12903,12wrug,fny2bt,Submitted
12904,3nelaphm,ficq7o,Submitted
12905,7t9s9,f63ag5,Submitted
12906,wwj7h,fvhkik,Submitted
12907,4o78am42,fyz4qq,Submitted
12908,4o78am42,fvdffc,Submitted
12909,wxczw,fhg3vt,Submitted
12910,4e51cjne,fibv6l,Submitted
12911,11ud6w,g2jhkv,Submitted
12912,612zd,g4lqy6,Submitted
12913,wxczw,ff9o9n,Submitted
12914,3nelaphm,ftgzls,Submitted
12915,3qo6zvfi,fn0q0d,Submitted
12916,4qidcvjj,fkdj19,Submitted
12917,12wrug,fy8sez,Submitted
12918,u3xx1,fh0as9,Submitted
12919,12wrug,fuoiz6,Submitted
12920,gmsig,fcatzp,Submitted
12921,4h7t1f6w,fggrg7,Submitted
12922,m76zflk,fj5aj8,Submitted
12923,3qo6zvfi,ftuhy2,Submitted
12924,3nelaphm,fjib3m,Submitted
12925,4o78am42,fwko21,Submitted
12926,yj1q2,fiu9qk,Submitted
12927,yj1q2,fk9rtp,Submitted
12928,wxczw,fed7yd,Submitted
12929,118cot,fscabb,Submitted
